id,img_1,img_2,score,similarity_type,lien_interne
30041412,"wit75_pdf75_0204_1025,158,188,210.jpg","wit75_pdf75_0888_916,2096,365,332.jpg",58.88818,1,True
30041415,"wit75_pdf75_0204_1236,1962,242,198.jpg","wit75_pdf75_0888_956,873,238,266.jpg",36.86111,1,True
30040481,"wit75_pdf75_0204_96,1590,218,197.jpg","wit75_pdf75_0892_1081,1382,200,216.jpg",38.85741,1,True
30039953,"wit75_pdf75_0204_111,121,208,216.jpg","wit75_pdf75_0892_1081,1382,200,216.jpg",44.79206,1,True
30041581,"wit75_pdf75_0204_96,1590,218,197.jpg","wit75_pdf75_0892_113,2149,198,217.jpg",44.40976,1,True
30040501,"wit75_pdf75_0204_967,509,225,182.jpg","wit75_pdf75_0892_1267,992,187,207.jpg",101.9444,1,True
30040489,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0892_1267,992,187,207.jpg",99.89937,1,True
30039971,"wit75_pdf75_0204_311,340,214,188.jpg","wit75_pdf75_0204_1155,1402,348,183.jpg",41.35349,1,True
30039972,"wit75_pdf75_0204_1155,1402,348,183.jpg","wit75_pdf75_0459_38,1949,216,247.jpg",38.4552,1,True
30040061,"wit75_pdf75_0204_1855,292,174,243.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",58.70073,1,True
30040122,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",70.26675,1,True
30040123,"wit75_pdf75_0204_967,509,225,182.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",74.55024,1,True
30040124,"wit75_pdf75_0204_103,334,217,192.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",80.23498,1,True
30040125,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",59.63688,1,True
30040228,"wit75_pdf75_0204_436,1763,349,368.jpg","wit75_pdf75_0204_1198,168,176,174.jpg",66.24463,1,True
30040263,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0204_497,145,197,211.jpg",47.15014,1,True
30040264,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0892_2099,2112,169,212.jpg",69.77681,1,True
30040265,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0892_322,1205,190,196.jpg",70.73221,1,True
30040266,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0892_720,1576,168,198.jpg",71.24268,1,True
30040268,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0204_840,1385,187,202.jpg",64.47875,1,True
30039910,"wit75_pdf75_0204_108,1408,192,183.jpg","wit75_pdf75_0204_497,145,197,211.jpg",81.06589,1,True
30040270,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",73.46203,1,True
30040271,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0892_2068,1844,203,234.jpg",75.94978,1,True
30040272,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0204_960,502,239,190.jpg",78.79281,1,True
30040439,"wit75_pdf75_0204_852,862,240,243.jpg","wit75_pdf75_0564_427,575,502,444.jpg",36.16392,1,True
30040373,"wit75_pdf75_0204_773,508,198,201.jpg","wit75_pdf75_0204_852,862,240,243.jpg",78.00801,1,True
